GID_0,NAME_0,GID_1,NAME_1,NL_NAME_1,GID_2,NAME_2,REGION,NL_NAME_2,GID_3,NAME_3,VARNAME_3,NL_NAME_3,TYPE_3,ENGTYPE_3,CC_3,HASC_3,geometry,area_km2,point_count
GBR,United Kingdom,GBR.1_1,England,,GBR.1.1_1,Barnsley,Yorkshire and The Humber,,GBR.1.1.1_1,Barnsley,,,Metropolitan borough,Metropolitan borough,,GB.BX.BX,"POLYGON ((-1.7899699211119469 53.47292709350586, -1.7930569648742676 53.47777938842779, -1.7955549955367474 53.496940612793026, -1.8161109685897259 53.51610946655279, -1.8066660165785606 53.531940460205135, -1.7716679573058514 53.535270690918026, -1.7147229909896282 53.55472183227539, -1.6744459867476849 53.54999923706055, -1.6152780055999756 53.56333160400402, -1.600278973579293 53.57416915893549, -1.5841679573058514 53.59777069091797, -1.5771182775497437 53.60042953491222, -1.5605560541152386 53.60667037963873, -1.548611044883728 53.60416030883789, -1.5419440269469646 53.59498977661133, -1.5352779626846313 53.593608856201286, -1.5036120414733887 53.59611129760742, -1.4850000143051147 53.59222030639654, -1.4480550289154053 53.600830078125, -1.4238899946212769 53.59498977661133, -1.3755738735198406 53.59834289550781, -1.3754725456237225 53.598350524902344, -1.365282177925053 53.58173370361328, -1.3648183345794678 53.580684661865234, -1.356880545616093 53.562728881835994, -1.315698504447937 53.54296493530279, -1.3061840534210205 53.53486633300787, -1.3065314292907715 53.51360702514654, -1.3197507858276367 53.50454711914068, -1.3233271837234497 53.50456619262695, -1.3366916179656414 53.495964050293026, -1.3618127107619102 53.49150466918951, -1.3793140649794964 53.48067855834972, -1.3891276121139526 53.46809005737316, -1.4134777784347534 53.44810104370117, -1.4031724929809002 53.42793655395508, -1.4153923988342285 53.421360015869254, -1.4209235906600384 53.428104400634766, -1.433485269546452 53.43900680541998, -1.444223165512085 53.450981140136776, -1.4495452642440227 53.460765838623104, -1.4484477043151287 53.469566345214844, -1.46758854389185 53.47060394287115, -1.4838489294052124 53.47826385498058, -1.4893919229506878 53.47069931030279, -1.4893925189971924 53.470642089843864, -1.5239512920379639 53.46755218505865, -1.537354588508606 53.462387084960994, -1.5420722961425781 53.47199630737305, -1.5602089166640098 53.475318908691406, -1.5765095949172405 53.48079681396479, -1.6073756217956543 53.48415374755865, -1.6328027248382 53.48640441894537, -1.6727581024169922 53.4908561706543, -1.7036844491958618 53.48768615722656, -1.716466307639962 53.47904205322277, -1.7237709760665325 53.47364044189459, -1.7292500734329224 53.469314575195426, -1.743752956390324 53.474765777588004, -1.7655532360076904 53.47589492797863, -1.7899699211119469 53.47292709350586))",4.75E-08,11
GBR,United Kingdom,GBR.1_1,England,,GBR.1.2_1,Bath and North East Somerset,South West,,GBR.1.2.1_1,Bath and North East Somerset,,,Unitary authority,Unitary authority,,GB.BN.BN,"POLYGON ((-2.6862947940825848 51.31516265869152, -2.6806564331054688 51.32835769653326, -2.687927007675171 51.33193206787121, -2.6966557502745445 51.336402893066406, -2.68697452545166 51.343948364257926, -2.6883060932158855 51.35725021362299, -2.679962396621704 51.379001617431584, -2.6682190895080566 51.36640930175787, -2.6608664989471436 51.35740661621094, -2.6596596240996746 51.34300994873058, -2.654607057571411 51.344020843505916, -2.6465749740600586 51.34937286376953, -2.6372079849243164 51.36811065673834, -2.633456945419198 51.382179260253906, -2.612375259399357 51.38059997558605, -2.5948426723479656 51.38941192626953, -2.583299160003662 51.394821166992244, -2.5675401687620933 51.40220642089844, -2.548822641372624 51.40862274169933, -2.535799503326359 51.40777969360363, -2.5291147232055664 51.40624618530285, -2.52747011184681 51.40825653076183, -2.5253584384917644 51.41290283203125, -2.5226469039916424 51.418869018554744, -2.5207779407500652 51.42297744750982, -2.5190465450286865 51.43595886230469, -2.5042598247528076 51.432334899902344, -2.4824845790863037 51.42519378662121, -2.466519355773869 51.41983032226568, -2.4404873847960857 51.419933319091854, -2.4173972606658936 51.425441741943416, -2.391392946243286 51.42914962768566, -2.3639376163482098 51.43285369873058, -2.3364779949188232 51.436553955078125, -2.3234570026397705 51.43659210205084, -2.3118643760680584 51.43391036987316, -2.298797130584717 51.42670822143555, -2.281092405319214 51.42295455932623, -2.280632972717285 51.420318603515625, -2.2769451141356853 51.39915847778332, -2.2869460582733154 51.386108398437614, -2.2799990177153973 51.37250137329113, -2.333611011505127 51.34693908691412, -2.327223062515259 51.342498779296875, -2.2966690063475426 51.34027099609381, -2.290097951889038 51.32495880126953, -2.34583401679987 51.29999923706066, -2.40500092506403 51.29943847656256, -2.42305588722229 51.28221893310547, -2.458056926727295 51.27304840087885, -2.488332986831608 51.27582931518555, -2.4930570125579266 51.289440155029354, -2.539444923400879 51.29999923706066, -2.5669450759887127 51.296100616455135, -2.591387987136727 51.28305053710943, -2.6208319664000896 51.28305053710943, -2.63388991355896 51.28860092163086, -2.6391680240630535 51.298610687255916, -2.662777900695744 51.30276870727539, -2.6683340072631836 51.31193923950201, -2.6862947940825848 51.31516265869152))",4.57E-08,2
GBR,United Kingdom,GBR.1_1,England,,GBR.1.3_1,Bedfordshire,South East (incl. London),,GBR.1.3.1_1,Bedford,,,Unitary authority,Unitary authority,,GB.FO.FO,"POLYGON ((-0.585079073905888 52.11363983154297, -0.5880579948424156 52.11804962158203, -0.6316050291061401 52.1465110778808, -0.6212009787558941 52.174911499023494, -0.6544439792632488 52.192501068115234, -0.6344429850577171 52.216110229492244, -0.6363890171050457 52.23833084106451, -0.6438900232315063 52.25194168090832, -0.641389012336731 52.25915908813482, -0.6083462238311199 52.263675689697266, -0.5905560255050091 52.26610946655268, -0.5775009989737896 52.26361083984381, -0.5699154734610943 52.25736236572271, -0.5161390900611877 52.307563781738395, -0.4803193807601929 52.317974090576286, -0.458797961473465 52.30920791625971, -0.4587279856204987 52.308818817138786, -0.4294439852236564 52.29748916625982, -0.4188889861106873 52.2780494689942, -0.3711110055446625 52.26778030395519, -0.3683330118656158 52.241939544677734, -0.3552779853343964 52.227218627929744, -0.3458330035209656 52.22415924072271, -0.3316690027713207 52.22916030883789, -0.2933340072631268 52.22415924072271, -0.2922573387622833 52.20760345458996, -0.3028913736343384 52.205673217773494, -0.3232107460498241 52.20080947875982, -0.35686394572258 52.19818878173834, -0.3884640634059906 52.15945053100597, -0.3554495871066479 52.1455917358399, -0.3874959647655487 52.09345626831066, -0.4060455858707428 52.08958435058588, -0.4345922768115429 52.08687591552746, -0.4605407118797302 52.110927581787166, -0.5128028392791748 52.1002578735351, -0.523455321788731 52.08183670043957, -0.5764241814613342 52.10082626342779, -0.585079073905888 52.11363983154297))",5.03E-08,8
GBR,United Kingdom,GBR.1_1,England,,GBR.1.4_1,Birmingham,West Midlands,,GBR.1.4.1_1,Birmingham,,,Metropolitan borough (city),Metropolitan borough (city),,GB.BI.BI,"POLYGON ((-1.7341698408126263 52.510143280029354, -1.7398432493208702 52.50894165039068, -1.777718424797058 52.50474166870117, -1.786158561706543 52.49876785278332, -1.7805732488631065 52.49448013305664, -1.7595596313475426 52.492729187011776, -1.7511653900146484 52.49014663696295, -1.7497833967208862 52.486721038818416, -1.7498270273207481 52.47902297973633, -1.7498998641967205 52.46619033813471, -1.7499191761016846 52.46276855468756, -1.749928951263371 52.46105957031256, -1.7486209869384197 52.44480133056646, -1.759820580482483 52.44482421875006, -1.7793984413146973 52.44914245605469, -1.7849988937376793 52.44915008544922, -1.7948312759399414 52.44232559204113, -1.8018958568572998 52.42779541015625, -1.8187378644943237 52.41584396362305, -1.840935230255127 52.40571594238287, -1.8467631340026855 52.40305328369146, -1.846158742904663 52.40255737304699, -1.8481675386428265 52.40134429931646, -1.850272297859192 52.40108871459972, -1.8621586561203003 52.399650573730526, -1.8691513538360027 52.399658203125114, -1.8817358016967773 52.40052795410156, -1.8985145092010498 52.402252197265625, -1.9115674495697021 52.38919067382824, -1.9244450330734253 52.38499069213867, -1.9547230005264282 52.38694000244135, -1.9830549955367474 52.377490997314396, -1.9958339929580688 52.37887954711914, -2.0019450187682537 52.39278030395508, -1.9838889837264446 52.41027069091797, -1.9830549955367474 52.417770385742244, -2.00666689872736 52.4275016784668, -2.0108871459960938 52.42663955688482, -2.0062124729156494 52.43651580810558, -2.006213903427067 52.44763565063488, -1.9998967647551922 52.454582214355526, -1.9992135763168335 52.4553337097168, -1.9922116994857788 52.45790100097656, -1.9852094650268555 52.45875549316412, -1.9726042747497559 52.461318969726506, -1.9642007350921062 52.46217346191412, -1.9557856321334839 52.47414779663097, -1.9501792192458538 52.47671127319336, -1.945976257324162 52.47670745849615, -1.9389691352844238 52.47841644287115, -1.9333611726760864 52.480979919433594, -1.9333559274673462 52.484401702880916, -1.9333417415618328 52.493812561035156, -1.9403446912765503 52.497234344482536, -1.9459458589553833 52.50151443481445, -1.9515482187271118 52.50579452514654, -1.9501444101333618 52.50750732421875, -1.9501366615294842 52.514350891113224, -1.948726534843388 52.521190643310604, -1.9431136846542358 52.52375411987316, -1.9262840747832684 52.52374649047863, -1.915046215057373 52.53314971923834, -1.9134330749511719 52.54430770874029, -1.8967761993408203 52.547676086425895, -1.8827233314513592 52.55536270141607, -1.8672465085982708 52.56817626953125, -1.865555524825993 52.57977294921869, -1.8650283813475994 52.57941436767578, -1.8643964529037476 52.581859588623104, -1.8531075716018108 52.59809875488281, -1.8404486179351807 52.60235977172863, -1.8179477453231812 52.607460021972656, -1.79267156124115 52.60399627685541, -1.7842961549758911 52.59286117553711, -1.780112147331124 52.58686828613281, -1.776923656463623 52.5857505798341, -1.7767494916915894 52.575572967529354, -1.7776730060577393 52.575420379638786, -1.7784618139266968 52.576194763183594, -1.7767152786254314 52.57357406616205, -1.7711110115050133 52.562770843505916, -1.753056049346867 52.54666137695318, -1.7533340454100994 52.53499984741222, -1.7333320379256634 52.511669158935604, -1.7341698408126263 52.510143280029354))",3.48E-08,3
GBR,United Kingdom,GBR.1_1,England,,GBR.1.5_1,Blackburn with Darwen,North West and Merseyside,,GBR.1.5.1_1,Blackburn with Darwen,,,Unitary authority,Unitary authority,,GB.BW.BW,"POLYGON ((-2.5111119747161865 53.63376617431635, -2.5131680965423016 53.63582229614258, -2.526494026184025 53.653591156005916, -2.5282719135283855 53.67580413818365, -2.529160976409912 53.69535064697277, -2.528709650039673 53.7075309753418, -2.536590814590454 53.71213912963873, -2.553778409957829 53.72842025756847, -2.558940649032536 53.73331069946295, -2.560953378677368 53.73521804809576, -2.559156656265259 53.73629760742193, -2.560314655303955 53.75231552124018, -2.564295291900578 53.76088714599615, -2.520798206329232 53.76130294799805, -2.4863216876983074 53.779060363769645, -2.4681260585784344 53.78715896606457, -2.461485624313241 53.770256042480526, -2.460245370864868 53.77045440673834, -2.443831205367985 53.75532913208019, -2.4254655838012695 53.72507095336914, -2.4185745716094402 53.71635055541998, -2.4071950912475586 53.701946258545036, -2.394987106323242 53.68236541748058, -2.3682959079741295 53.66780471801769, -2.3669300079345703 53.66535186767584, -2.376191377639657 53.657623291015625, -2.375995397567749 53.635604858398494, -2.4054169654845623 53.63182067871105, -2.429490327835026 53.62872314453131, -2.432428359985238 53.63102340698242, -2.43376708030695 53.62817382812506, -2.469716787338257 53.62353134155285, -2.4819786548613934 53.616146087646484, -2.505384445190316 53.62803649902355, -2.5111119747161865 53.63376617431635))",1.86E-08,1
GBR,United Kingdom,GBR.1_1,England,,GBR.1.6_1,Blackpool,North West and Merseyside,,GBR.1.6.1_1,Blackpool,,,Unitary authority,Unitary authority,,GB.BP.BP,"POLYGON ((-2.9986751079558758 53.829139709472656, -2.9972801208496094 53.814247131347656, -2.995264768600464 53.813240051269645, -2.997039556503296 53.81167602539074, -3.0102248191832928 53.8000373840332, -3.0028438568115234 53.779327392578125, -3.0375285148620605 53.776897430420036, -3.0417492389678387 53.7885093688966, -3.0580549240111736 53.7925910949707, -3.0580549240111736 53.79486083984381, -3.057498931884709 53.79486083984381, -3.057498931884709 53.797637939453125, -3.056945085525456 53.797637939453125, -3.056945085525456 53.799583435058594, -3.056389093398991 53.799583435058594, -3.056389093398991 53.806804656982536, -3.056945085525456 53.806804656982536, -3.056945085525456 53.815139770507926, -3.057498931884709 53.815139770507926, -3.057498931884709 53.818195343017635, -3.056945085525456 53.818195343017635, -3.056945085525456 53.82013702392578, -3.056389093398991 53.82013702392578, -3.056389093398991 53.82236099243164, -3.056945085525456 53.82236099243164, -3.056945085525456 53.82737350463873, -3.056945085525456 53.83069610595709, -3.056389093398991 53.83069610595709, -3.056389093398991 53.83652877807623, -3.055833101272583 53.83652877807623, -3.055833101272583 53.8404159545899, -3.055277109146118 53.8404159545899, -3.055277109146118 53.844581604003906, -3.0547230243682293 53.844581604003906, -3.0547230243682293 53.84569549560547, -3.0541670322417644 53.84569549560547, -3.0541670322417644 53.84680557250982, -3.0536110401152996 53.84680557250982, -3.0536110401152996 53.84902954101568, -3.0530550479888348 53.84902954101568, -3.0530550479888348 53.85152816772461, -3.0525009632110596 53.85152816772461, -3.0525009632110596 53.85402679443371, -3.0519449710845947 53.85402679443371, -3.0519449710845947 53.855972290039006, -3.051388978958016 53.855972290039006, -3.051388978958016 53.85819625854492, -3.0508320331573486 53.85819625854492, -3.0508320331573486 53.859584808349666, -3.050278902053833 53.859584808349666, -3.050278902053833 53.86097335815441, -3.0497219562530518 53.86097335815441, -3.0497219562530518 53.86402893066406, -3.049165964126587 53.86402893066406, -3.049165964126587 53.86597061157238, -3.048609972000122 53.86597061157238, -3.048609972000122 53.86645507812494, -3.048609972000122 53.86680603027355, -3.048055887222233 53.86680603027355, -3.048055887222233 53.867916107177734, -3.0474998950957684 53.867916107177734, -3.0474998950957684 53.87125015258795, -3.048055887222233 53.87125015258795, -3.048055887222233 53.87458419799805, -3.0474998950957684 53.87458419799805, -3.0474998950957684 53.876251220703125, -3.0469439029693035 53.876251220703125, -3.0469439029693035 53.87770843505854, -3.0469439029693035 53.879581451416016, -3.0473520755767254 53.879585266113395, -3.0474998950957684 53.879585266113395, -3.0474998950957684 53.88026428222656, -3.0474998950957684 53.880752563476676, -3.032099723815861 53.877517700195256, -3.0280587673187256 53.86183929443371, -3.0223183631896973 53.839546203613395, -3.0098793506622314 53.834072113037166, -2.9986751079558758 53.829139709472656))",3.96E-09,
GBR,United Kingdom,GBR.1_1,England,,GBR.1.7_1,Bolton,North West and Merseyside,,GBR.1.7.1_1,Bolton,,,Metropolitan borough,Metropolitan borough,,GB.BT.BT,"POLYGON ((-2.4448928833007812 53.53255844116222, -2.4602794647216797 53.531337738037166, -2.478146553039494 53.52958297729492, -2.488555431365967 53.52865600585949, -2.490567684173527 53.526741027832145, -2.495058298110962 53.52779006958019, -2.5015847682952312 53.51987457275402, -2.515303373336792 53.52499389648449, -2.5332624912261394 53.53289794921875, -2.545341730117741 53.546146392822266, -2.5546579360961346 53.550788879394645, -2.555452585220337 53.55462646484375, -2.5555663108825684 53.56330108642584, -2.5665786266326904 53.56975173950207, -2.5696117877960205 53.570270538330135, -2.5654211044311523 53.579082489013786, -2.5877413749694824 53.587779998779354, -2.598708152770996 53.59009170532232, -2.610055685043335 53.590480804443416, -2.624923706054574 53.5909881591798, -2.6400437355040935 53.605098724365234, -2.6409306526183514 53.60970687866211, -2.607856035232487 53.614101409912166, -2.5909171104430015 53.61243438720703, -2.5899999141693115 53.61304855346691, -2.5775020122528076 53.61111068725597, -2.5111119747161865 53.63376617431635, -2.505384445190316 53.62803649902355, -2.4819786548613934 53.616146087646484, -2.469716787338257 53.62353134155285, -2.43376708030695 53.62817382812506, -2.432428359985238 53.63102340698242, -2.429490327835026 53.62872314453131, -2.4054169654845623 53.63182067871105, -2.4030375480651855 53.62230682373058, -2.3854734897613525 53.5915412902832, -2.377901554107666 53.57247924804693, -2.3623290061950684 53.56455993652344, -2.3570277690886883 53.5575523376466, -2.3515026569366455 53.54998016357433, -2.3587658405303955 53.54779052734375, -2.3459532260894207 53.53915405273449, -2.338630199432373 53.533756256103516, -2.334949254989567 53.52834701538097, -2.344010114669743 53.5239830017091, -2.347604274749699 53.51855087280279, -2.380424737930241 53.527126312255916, -2.3808693885803223 53.52730178833008, -2.3993678092955406 53.54140090942383, -2.415736436843872 53.54045867919933, -2.436680316924935 53.55014038085943, -2.4465699195861816 53.53683090209961, -2.4448928833007812 53.53255844116222))",1.90E-08,5
GBR,United Kingdom,GBR.1_1,England,,GBR.1.8_1,Bournemouth,South West,,GBR.1.8.1_1,Bournemouth,,,Unitary authority,Unitary authority,,GB.BM.BM,"POLYGON ((-1.8781806230544476 50.71513748168951, -1.9012919664382366 50.74324417114269, -1.9240312576293945 50.746395111083984, -1.923398494720459 50.747299194335994, -1.940324306488037 50.748653411865234, -1.945336937904358 50.74905395507824, -1.9478963613509563 50.767055511474666, -1.9523534774779705 50.76811599731445, -1.9474546909332275 50.79098129272461, -1.9276546239852337 50.78260040283209, -1.9125347137451172 50.78099060058594, -1.8999431133269695 50.77618789672857, -1.8899333477019695 50.774059295654354, -1.8772746324538616 50.771369934082145, -1.8646661043166546 50.77455139160162, -1.8068175315856934 50.747306823730526, -1.8018208742141724 50.737712860107536, -1.740833044052124 50.719581604003906, -1.7413890361785889 50.719581604003906, -1.7413890361785889 50.718750000000114, -1.7419450283050537 50.718750000000114, -1.7419450283050537 50.71847152709972, -1.7424989938735962 50.71847152709972, -1.7424989938735962 50.71708297729498, -1.743054986000061 50.71708297729498, -1.743054986000061 50.716526031494254, -1.7436109781265259 50.716526031494254, -1.7436109781265259 50.71569442749029, -1.7441669702529907 50.71569442749029, -1.7441669702529907 50.7154159545899, -1.744721055030709 50.7154159545899, -1.744721055030709 50.713748931884766, -1.745833992958012 50.713748931884766, -1.745833992958012 50.713470458984375, -1.74638998508442 50.713470458984375, -1.74638998508442 50.713195800781364, -1.7469429969787598 50.713195800781364, -1.7469459772109985 50.71291732788097, -1.7474999427794842 50.71291732788097, -1.7474999427794842 50.71236038208019, -1.7480560541152386 50.71236038208019, -1.7480560541152386 50.7120819091798, -1.7502779960631756 50.7120819091798, -1.7502779960631756 50.71236038208019, -1.7508339881896404 50.71236038208019, -1.7508339881896404 50.71263885498058, -1.752500057220459 50.71263885498058, -1.752500057220459 50.71291732788097, -1.753056049346867 50.71291732788097, -1.753056049346867 50.713195800781364, -1.7536100149154663 50.713195800781364, -1.7536100149154663 50.713470458984375, -1.7547219991683392 50.713470458984375, -1.7547219991683392 50.713748931884766, -1.7558319568634033 50.713748931884766, -1.7558339834212688 50.714027404785156, -1.7569439411162762 50.714027404785156, -1.7569439411162762 50.71430587768555, -1.7586100101470947 50.71430587768555, -1.7586100101470947 50.71458435058594, -1.7597229480743408 50.71458435058594, -1.7597229480743408 50.71486282348627, -1.7619450092315674 50.71486282348627, -1.7619450092315674 50.71513748168951, -1.7636109590530396 50.71513748168951, -1.7636109590530396 50.7154159545899, -1.7647229433059692 50.7154159545899, -1.7647229433059692 50.71569442749029, -1.7652770280837444 50.71569442749029, -1.7652770280837444 50.715972900390625, -1.7674989700316246 50.715972900390625, -1.7674989700316246 50.716251373291016, -1.7680549621582031 50.716251373291016, -1.7680549621582031 50.715972900390625, -1.768610954284668 50.715972900390625, -1.768610954284668 50.716526031494254, -1.7702770233153728 50.716526031494254, -1.7702770233153728 50.716251373291016, -1.7713890075682457 50.716251373291016, -1.7713890075682457 50.716526031494254, -1.7724989652633099 50.716526031494254, -1.7724989652633099 50.716804504394645, -1.7741650342940716 50.716804504394645, -1.7741650342940716 50.71708297729498, -1.7763899564742474 50.71708297729498, -1.7763899564742474 50.71736145019537, -1.7786120176315308 50.71736145019537, -1.7786120176315308 50.71763992309576, -1.7830560207366943 50.71763992309576, -1.7830560207366943 50.71791839599615, -1.7852790355681236 50.71791839599615, -1.7852790355681236 50.71819305419916, -1.7869449853895958 50.71819305419916, -1.7869449853895958 50.71847152709972, -1.7880569696426392 50.71847152709972, -1.7880569696426392 50.718750000000114, -1.789723038673344 50.718750000000114, -1.789723038673344 50.719028472900504, -1.79193997383112 50.719028472900504, -1.791944980621281 50.718750000000114, -1.7947230339049725 50.718750000000114, -1.7947230339049725 50.719028472900504, -1.7958329915999798 50.719028472900504, -1.7958329915999798 50.719306945800895, -1.7969449758529095 50.719306945800895, -1.7969449758529095 50.719581604003906, -1.797498941421452 50.719581604003906, -1.797498941421452 50.7198600769043, -1.7991679906845093 50.7198600769043, -1.7991679906845093 50.72013854980469, -1.8058340549468994 50.72013854980469, -1.8058340549468994 50.7198600769043, -1.8080559968948364 50.7198600769043, -1.8080559968948364 50.72013854980469, -1.808609962463379 50.72013854980469, -1.8086119890213013 50.72041702270508, -1.8119440078734215 50.72041702270508, -1.8119440078734215 50.72069549560547, -1.8230550289154053 50.72069549560547, -1.8230550289154053 50.72041702270508, -1.8247209787368774 50.72041702270508, -1.8247209787368774 50.72069549560547, -1.8291660547255901 50.72069549560547, -1.8291660547255901 50.72097396850586, -1.829722046852055 50.72097396850586, -1.829722046852055 50.72069549560547, -1.8302780389785198 50.72069549560547, -1.8302780389785198 50.72041702270508, -1.8352780342101482 50.72041702270508, -1.8352780342101482 50.72013854980469, -1.8369439840316204 50.72013854980469, -1.8369439840316204 50.7198600769043, -1.8413889408111572 50.7198600769043, -1.8413889408111572 50.719581604003906, -1.84694504737854 50.719581604003906, -1.84694504737854 50.7198600769043, -1.8475010395050049 50.7198600769043, -1.8475010395050049 50.719581604003906, -1.8480550050735474 50.719581604003906, -1.8480550050735474 50.719306945800895, -1.849166989326477 50.719306945800895, -1.849166989326477 50.719028472900504, -1.8536119461059002 50.719028472900504, -1.8536119461059002 50.718750000000114, -1.854722023010254 50.718750000000114, -1.854722023010254 50.71847152709972, -1.8563899993895916 50.71847152709972, -1.8563899993895916 50.71819305419916, -1.8586119413375286 50.71819305419916, -1.8586119413375286 50.71791839599615, -1.8608340024947552 50.71791839599615, -1.8608340024947552 50.71763992309576, -1.8624999523162273 50.71763992309576, -1.8624999523162273 50.71736145019537, -1.863610029220581 50.71736145019537, -1.863610029220581 50.71763992309576, -1.866387963294983 50.71763992309576, -1.866387963294983 50.71736145019537, -1.8675010204315186 50.71736145019537, -1.8675010204315186 50.71708297729498, -1.8686109781265259 50.71708297729498, -1.8686109781265259 50.716804504394645, -1.8697229623794556 50.716804504394645, -1.8697229623794556 50.716526031494254, -1.8719450235365684 50.716526031494254, -1.8719450235365684 50.716251373291016, -1.872501015663147 50.716251373291016, -1.872501015663147 50.715972900390625, -1.8736109733580406 50.715972900390625, -1.8736109733580406 50.71569442749029, -1.8736611604690552 50.71569442749029, -1.8752770423888592 50.71569442749029, -1.8752770423888592 50.7154159545899, -1.8774989843367962 50.7154159545899, -1.8774989843367962 50.71513748168951, -1.8781806230544476 50.71513748168951))",6.77E-09,3
GBR,United Kingdom,GBR.1_1,England,,GBR.1.9_1,Bracknell Forest,South East (incl. London),,GBR.1.9.1_1,Bracknell Forest,,,Unitary authority,Unitary authority,,GB.BC.BC,"POLYGON ((-0.6716615557670025 51.38365554809576, -0.6868176460266113 51.3779182434082, -0.7000167965888977 51.37397003173828, -0.7225978374481201 51.37239837646496, -0.7328604459762573 51.369323730468864, -0.7454509139060974 51.3608131408692, -0.7501075863837627 51.349941253662166, -0.7597106695175171 51.344131469726676, -0.7732133269309429 51.33313369750982, -0.7991669774055481 51.338878631591854, -0.8176041841506958 51.34785079956066, -0.8197199702262878 51.348880767822266, -0.8352397680282024 51.34946441650396, -0.8342584371566204 51.35536193847662, -0.826784074306488 51.363475799560604, -0.8106682300567059 51.368320465087834, -0.7902361750602722 51.371295928955135, -0.7949891090393066 51.38408279418951, -0.7947022914885906 51.395000457763786, -0.8039415478705223 51.40328598022461, -0.7965613603591919 51.407306671142635, -0.7949392795562744 51.413658142089844, -0.7998288273810203 51.42144393920904, -0.804553806781712 51.43559646606457, -0.8048823475837708 51.4412574768067, -0.8050560355186462 51.44424819946289, -0.7976334095001221 51.4496307373048, -0.790853023528939 51.458206176757926, -0.7848829030990032 51.46360397338873, -0.7781466245650677 51.47035980224615, -0.7730360627174377 51.470760345458984, -0.7695779204368023 51.46390151977539, -0.7653443217277527 51.45978546142578, -0.7638996243476299 51.458381652832145, -0.7566182613372234 51.45830535888672, -0.7544524073600201 51.458473205566406, -0.751508891582489 51.45870590209972, -0.7420555949211121 51.45814895629877, -0.7297027111053467 51.457103729248104, -0.7230735421180157 51.4597625732423, -0.7112694382667542 51.465095520019645, -0.6995531320571899 51.46723937988281, -0.6850402355194092 51.46525955200195, -0.6770661473274231 51.45943069458019, -0.6703259348868755 51.45727157592779, -0.6604406237602234 51.459518432617244, -0.6606239080429077 51.4532585144043, -0.6607201695441631 51.44996643066412, -0.6558380722998436 51.44263076782232, -0.6418039202690125 51.441493988037166, -0.6412528157233055 51.43901443481451, -0.6335460543631939 51.43815994262695, -0.637980043888092 51.43104934692394, -0.6338311433792114 51.423721313476506, -0.634020984172821 51.417354583740234, -0.6471775770187378 51.41945266723633, -0.6586479544639587 51.42127990722656, -0.6624041795730022 51.42188262939453, -0.6738601326942444 51.423725128173885, -0.6795757412909893 51.42743301391613, -0.6921661496162415 51.41983795166021, -0.698180079460144 51.41307830810547, -0.695438802242279 51.40713500976557, -0.6826349496840862 51.396980285644645, -0.6778203248977661 51.387371063232536, -0.6720966100692749 51.38412094116222, -0.6716615557670025 51.38365554809576))",1.39E-08,
