Site Name,X-coordinate,Y-coordinate
Chittering Solar Farm Extension,551264.0,270881.0
Tredinnick Fields,204104.0,59947.0
Summercourt Solar Farm (Glebe Farm),189770.0,56798.0
Higher Trevartha Farm,227721.0,64135.0
Beechgrove Farm,335062.0,99382.0
PARK WOOD SOLAR FARM,352990.0,134204.0
Promens Solar,644496.0,288255.0
Malmesbury Solar,392558.0,191729.0
Trefullock Solar Farm,189840.0,56035.0
Lower Coombe Farm Solar,341635.0,109855.0
Durrants Farm Solar,444831.0,90217.0
Dunsfold Park Solar Farm,501944.0,136562.0
Alan Bartlett & Sons Solar,538587.0,285638.0
Tavells Lane Solar Farm,438181.0,110655.0
LITTLE TREVEASE SOLAR PARK,171916.0,31778.0
Cobbs Cross Solar Park,327500.0,135300.0
NOTTINGTON LANE SOLAR FARM,364300.0,82750.0
RUDGE FARM SOLAR FARM,427444.0,169114.0
CRINACOTT SOLAR FARM (Pyworthy),230835.0,101736.0
Chawton Farm Solar Farm,449357.0,93055.0
VENTNOR ROAD SOLAR PARK,456363.0,82780.0
ROOKERY FARM SOLAR FARM,510308.0,270151.0
Little White Alice Solar Park,169784.0,35058.0
Park Wall Solar Park,332133.0,136030.0
Hall Farm Solar park,624721.0,294006.0
Oulton Airfield Solar Farm (Phase 1),614742.0,326962.0
Chalcroft Solar Park,448713.0,116890.0
Bradford Solar Park,227973.0,100750.0
Lower Coombe Farm (Bean Field),341153.0,109631.0
Ffos Las Racecourse,245478.0,205296.0
Woodforde Farm,608889.0,315630.0
Kingston Farm,383092.0,160863.0
Spriggs Farm,562818.0,232492.0
Rotherdale Farm,396913.0,250467.0
Turves Solar Farm,533992.0,294321.0
Rexton Cross,241363.0,88612.0
Hatchlands Farm,273302.0,59712.0
Land At Potash Farm,478049.0,235969.0
Land at Upper Clayhill Farm,544578.0,114951.0
Towerbrook Farm (Banwell Solar Farm),340553.0,159505.0
Twin Elm Solar Farm,344680.0,162402.0
Hardingham Solar Farm,605625.0,305027.0
Hollamoor Farm (PV),254698.0,129964.0
Langlands Solar Farm,304391.0,111754.0
Langunnett Solar Farm,215569.0,57824.0
Manston Solar Farm,634574.0,166813.0
Marsh House Solar Park,480530.0,145789.0
Morrisons roof mounted solar,591187.0,167209.0
Rickfield Farm solar park,440354.0,234057.0
Tump Solar Farm,354911.0,194235.0
West Farm (Solar),199608.0,203981.0
Owls Lodge Farm,443869.0,142971.0
Beckley Solar Farm,422677.0,95851.0
Oakham Farm,359904.0,183151.0
Limberlost Farm,453510.0,164953.0
Office Field,421000.0,95300.0
Sandys Moor Road,308509.0,127381.0
Skylark Meadow Solar park,531754.0,257635.0
Aldi Distribution Centre - Darlington,427658.0,517108.0
Bishops Sutton,459558.0,131825.0
Blackawton Solar Farm,283302.0,52862.0
BMW UK Manufacturing Ltd,455711.0,204098.0
Land to the East of Burton Lane,459993.0,323231.0
Land west of Hawkspur Green (Hill Hall Solar),565225.0,232165.0
Kingspan Insulation Solar Installation,451090.0,433403.0
Land to the South of 15 Lough Road,129148.0,526209.0
Langley Hall Farm,462500.0,196438.0
Pond Farm,613181.0,338444.0
Nether Mill Farm,301983.0,112019.0
NEWNTON DAIRY FARM,392277.0,191968.0
Pierces Farm,468119.0,167296.0
Rew Farm Solar Farm,209034.0,61130.0
Westbury (Closed) Landfill Site,388879.0,152665.0
Wiggin Hill Solar Farm - Phase 2,530960.0,274838.0
Grain Harvesters Ltd,625509.0,156911.0
Hyde Farm,564364.0,231548.0
St Francis Farm,572709.0,111249.0
Bishop’s Waltham Solar Farm,455734.0,116390.0
Nova Scotia Farm solar park,650384.0,313545.0
"Hall Farm, East Beckham",614370.0,339859.0
Cefn Betingau Farm,266050.0,212400.0
Hill Farm Solar Park (VoWH),445237.0,191060.0
Wix Lodge,614962.0,228422.0
Saxley Farm,432525.0,140299.0
Snarlton Farm (Melksham solar farm),393855.0,163823.0
Lackford Estate Solar Park,578180.0,268835.0
Colpmans Farm,497983.0,279596.0
Porvair International Ltd,561175.0,321828.0
Willsland Solar farm,250049.0,104054.0
Frying Down Copse Solar Farm,465093.0,146525.0
Wilmingham Lane Solar Farm,436444.0,87630.0
Chilton Cantelo Solar Farm,357797.0,121851.0
Beaford Brook Solar Park,256805.0,115563.0
Hayford Farm,336254.0,310618.0
Halse Farm,315101.0,128738.0
Bombardier Factory,145881.0,537550.0
STRETE FARM SOLAR FARM,304235.0,94913.0
Tregassow Farm - Solar Modules,185395.0,49565.0
Higher Hatherleigh Solar Farm extension,371305.0,127243.0
Pont Andrew Solar Farm,252617.0,210675.0
Cairnhill Farm solar park,377824.0,852312.0
Manston Solar Farm extension (Westwood),635063.0,166833.0
Newlands Farm Solar,456710.0,103840.0
Fen Road,529606.0,342676.0
Long Meadow Farm,493244.0,217149.0
Liverton Farm,303131.0,82478.0
Home Farm (Knowlton - solar),628013.0,153474.0
Lake Farm,393800.0,177700.0
Parkhouse Corner (Orta Solar),422792.0,144085.0
Sandhill Solar Park,316188.0,129704.0
Mingay Farm,547655.0,274082.0
Jordanston Solar Farm,206785.0,201103.0
Aldi Distribution Centre - Neston,331289.0,377434.0
Rodbourne Rail Farm - Solar Park,393204.0,184703.0
Barnby Moor,466961.0,384866.0
Knockworthy Farm,251121.0,122799.0
Raglington Farm,454062.0,113445.0
Stables Farm,440920.0,88770.0
Luson Farm,262016.0,53112.0
Kellygreen Farm,205482.0,77292.0
Grove Farm (solar),311670.0,131572.0
Marston Solar Farm,488029.0,342114.0
Tredown Solar Farm,239431.0,81407.0
Slaughtergate Farm,378233.0,127441.0
Kia Ora Farm,300975.0,107058.0
Ellicombe Farm,274429.0,105004.0
Southcombe Farm,244284.0,111956.0
West Bradley Farm,289684.0,114161.0
Whiddon Farm,239451.0,97227.0
Lovedean Farm,468005.0,112956.0
Higher Knapp Farm,330222.0,124913.0
Park Farm,385726.0,113717.0
Dunkeswell Airfield,313746.0,107938.0
Langenhoe Solar Farm,602531.0,216912.0
Kentishes Solar Farm,579119.0,226235.0
Marley Thatch Solar Farm,271573.0,59890.0
Newlands Farm (East Devon),333040.0,97434.0
Goldthorpe,445406.0,403864.0
Barley Wood Farm Lane,471623.0,135539.0
Battens Farm Solar Park,388642.0,175907.0
Combermere Abbey,360082.0,344837.0
Foxburrow Farm,625330.0,243797.0
Great Houndbeare Farm,304736.0,93429.0
Condover (Green Farm),350731.0,306821.0
Hurst Farm,365050.0,203446.0
Ikea Distribution Centre,464288.0,405319.0
Jaguar Land Rover,390582.0,303976.0
Leverton Ings,538495.0,348945.0
Little Morton Solar Farm,467187.0,379023.0
Lodge Farm - Orston,478519.0,341598.0
Lowther Farms,466544.0,273985.0
Mackies Dairy PV,376700.0,832011.0
Mingay Farm - extension,547073.0,272967.0
Redcourt Farm,237904.0,219365.0
Sowerby Lodge Farm,319090.0,472162.0
Stone Hill,556616.0,115760.0
Taunton Racecourse,323785.0,122205.0
The Stables,440294.0,297805.0
Vantage Point,366679.0,218887.0
Wilsom Farm,473543.0,138648.0
Woodlands Farm Solar Park,617755.0,163087.0
Bowerhouse Farm,340122.0,161010.0
Brickyard Barn,430420.0,261470.0
Bronwylfa Reservoir,329049.0,348801.0
Land At Court Farm,294767.0,178755.0
Crapnell Farm Solar Farm,359691.0,145698.0
Crookedstone Road,129401.0,538723.0
Danes Farm - extension,486859.0,381401.0
Ellough Airfield (Resubmission),645184.0,287900.0
Ermine Street Farm solar park,499291.0,347452.0
Eynsham Solar Farm,439658.0,210754.0
Ford Farm (Ashurst),517966.0,117273.0
Priors Byne Farm,516559.0,117631.0
Scottow Moor - RAF Coltishall Solar Farm (Phase 1),626626.0,322780.0
Owls Lodge Farm Extension,444310.0,143340.0
Hawksland Solar,195027.0,70983.0
Middle Treworder Farm,198444.0,70952.0
Black Bush Farm,525681.0,296267.0
Goonhilly Downs - PV,169711.0,21226.0
Higher Tregarne Solar Farm,175993.0,29329.0
Causilgey Solar Farm,177775.0,47586.0
Ninnis Farm Solar,198252.0,50490.0
Trelow Farm,192281.0,69666.0
Hewas Solar Farm,191590.0,53161.0
Great Knowle Farm Solar,232612.0,103213.0
Airfield Farm PV,600459.0,290384.0
Lower Bodiniel Farm,205819.0,68052.0
Shelswell Park Solar Farm,460822.0,230982.0
Chittering Solar Farm,551488.0,271214.0
Kernow Solar Farm,186644.0,63197.0
Limes Farm Solar Farm,513524.0,320915.0
Bratton Fleming Solar Farm,265395.0,137979.0
Lee Farm,439007.0,88241.0
Woodlands Barton Solar Farm,200842.0,61987.0
Winsdon Farm,227112.0,91567.0
The Manor of Cadland Estate,445171.0,100816.0
Trenouth Farm,190018.0,70255.0
Callington Solar Farm,235160.0,70069.0
St Columb Major Solar Farm,192127.0,62214.0
Crossways Pit Solar Farm,377194.0,88984.0
Ayshford Court Farm,305519.0,115583.0
Andover Solar Farm,432479.0,145878.0
Oving Solar Farm,491253.0,104998.0
Grange Farm (Cornwall),229006.0,92956.0
Shipton Bellinger - Park House Corner Solar Farm,423437.0,143998.0
Wyld Meadow Solar Farm,334144.0,98155.0
Shooters Bottom Solar Park,359176.0,151234.0
Goldenhaye Field Solar Farm,336362.0,108657.0
Clearwell Farm - solar,324580.0,185321.0
Danes Farm,486859.0,381401.0
Langstone Court Road Solar Farm,336926.0,189507.0
Five Oaks Solar Farm,509003.0,130058.0
Culworth House Solar Farm,454564.0,245985.0
Warleigh Barton Solar Farm,246569.0,61623.0
Trenoweth Solar Farm,204725.0,58885.0
Wymeswold Airfield,459993.0,323231.0
Higher Hatherleigh Solar Farm,370149.0,127237.0
Barton Solar Farm,307778.0,117118.0
Clann Solar Farm,202869.0,63790.0
Dolmans Hill (Redbridge Farm) Solar Arrays,392823.0,94543.0
North Norfolk Business Centre Solar Park,622513.0,338865.0
Horsacott Farm Solar Park,252330.0,131541.0
Broxted Solar Farm (Stradishall Airfield),572387.0,251110.0
Pentylands Farm,418743.0,194942.0
Trefinnick Farm,233642.0,74030.0
Four Burrows Solar farm,176400.0,49603.0
Rudbaxton Solar Park,196753.0,220959.0
Hope Solar Farm,159932.0,39974.0
Culmhead Solar Farm,320819.0,114679.0
Wheal Alfred Road Solar Farm,158256.0,36251.0
Blatchworthy Farm,250572.0,140713.0
Parsonage Barn (extension),336700.0,115500.0
BIOSSENCE SOLAR PARK,573020.0,160827.0
HENDRA HOLIDAY PARK SOLAR FARM,182941.0,59990.0
EASTACOMBE SOLAR FARM,235435.0,99648.0
Wrexham Social Housing PV,333726.0,349750.0
Sainsbury's Stores (169 individual Stores),,
Creathorne Farm  - Solar Farm,220734.0,102650.0
First Wessex Housing Properties (multiple),,
Higher Pirzwell Solar Farm,307546.0,109156.0
Broadgate Solar Farm,277641.0,107308.0
CRAYSMARSH SOLAR FARM,393506.0,162624.0
SOLAR PARK - WHITCHURCH FARM,363439.0,153553.0
THE HOLLIES SOLAR PARK - SKEGNESS,549558.0,363539.0
AMBLESTON SOLAR PANELS,202885.0,226177.0
Ford Farm Solar Farm,231356.0,67125.0
Canworthy Water,224225.0,92272.0
Foxcombe Farm Solar Park,238472.0,102820.0
Liddeston Ridge Solar Park (Milford Haven),189837.0,206570.0
Bodwen Solar Park,202672.0,60536.0
Treswarrow Solar Park,198285.0,78122.0
Carnemough Farm Solar Park,191629.0,52065.0
Aller Court Farm Solar Park,339461.0,129049.0
Derriton Fields Solar Farm,233249.0,103010.0
Cleave Farm Solar Park,249891.0,124902.0
Four Burrows Farm  (Extension 2),176498.0,48238.0
Chelworth Industrial Estate Solar Park,407876.0,192091.0
Drapers Farm Solar Park,572146.0,220468.0
Week Farm Solar Park,251218.0,119059.0
Langton Farm Solar park,194473.0,233813.0
Says Court Farm solar park,368922.0,181730.0
Ketton solar farm,497610.0,306126.0
The Manor of Cadland Estate - extension,445200.0,101300.0
Rowles Farm solar park,453433.0,216448.0
Ryston Estate Solar Park,562344.0,302319.0
Reaches Farm Solar Park,573913.0,298817.0
Watchfield Lawn,334135.0,147772.0
Witches Solar Farm,353748.0,230751.0
Burntstalk Solar Park,577721.0,311630.0
Claypit Moor Solar Farm (Lexham),587463.0,319985.0
Holton Airfield,640162.0,279467.0
Goose Willow Farm,444604.0,193209.0
Chediston Hall Solar Park,636663.0,278367.0
Burthy Farm,190555.0,55377.0
Caeremlyn Solar Farm,218627.0,217644.0
Hazard Farm,274991.0,59302.0
Home Farm (Merton - solar),459052.0,218811.0
Rudge Hill Farm,378118.0,112656.0
Sevor Farm,419764.0,188194.0
Marsh Farm,392426.0,191961.0
Four Burrows Solar farm (Extension 1),176618.0,49601.0
Old Rides solar Farm,599732.0,169890.0
Parabel North Beer Solar Farm,230442.0,91828.0
Crockers Hele,252587.0,106849.0
Bentley Motors Ltd 1,368446.0,356533.0
Northwick Estate (Extension),413600.0,235700.0
North Of Field Barn,436126.0,236972.0
Wroughton Airfield Solar Park,413114.0,179071.0
Forest Heath Solar Farm,563237.0,267275.0
Abbey Farm,520021.0,281612.0
Land at Soho Farm,369602.0,148085.0
Land South West Of Apollo Business Park,440058.0,242501.0
Manor Farm (Monmouthshire),336338.0,215519.0
Land at Mill Farm,342716.0,148091.0
Land at East Farm,398727.0,142115.0
New Rendy Farm,315819.0,123804.0
Reydon Farm,648509.0,277624.0
Copley Farm,484930.0,347958.0
Ellough Airfield (Ellough 2 extension),645184.0,288436.0
Nanteague Farm,179708.0,49721.0
Grange Farm (Burton Pedwardine),510532.0,342920.0
Wheat Leasows Solar Park,367250.0,313787.0
Honington Solar Farm,590071.0,274942.0
Hill Farm Solar Park,461387.0,89012.0
Homeland Solar Farm,409618.0,105289.0
East Fairlee,460993.0,90461.0
Fairwind Farm,565725.0,187731.0
Redlands Farm,342751.0,135160.0
Fenton Home Farm,198922.0,217459.0
Abbots Ripton Solar Farm,522746.0,277158.0
South Lees Farm,595301.0,170696.0
Southwick Estate,464724.0,109837.0
Waterloo solar park,519401.0,251547.0
Ketton solar farm - phase 2,497610.0,306126.0
Oak Cottage,202911.0,217724.0
Sycamore Farm,601943.0,125385.0
North Wayton Farm,242671.0,62588.0
South Creake Solar Farm,586656.0,332974.0
Pen Y Cae solar farm,260143.0,211806.0
Rose And Crown Farm,548479.0,314975.0
Wickfield Farm,409055.0,182523.0
Rookery Farm,497086.0,101635.0
Seaview Farm,282372.0,178754.0
Chelveston Airfield - extension,501045.0,268135.0
Knockcairn Road,131013.0,531722.0
Huddlesford Farm,415272.0,309606.0
Park Lane,415990.0,309615.0
Gypsom Solar Farm,459770.0,316156.0
Polmaugan Farm,210935.0,62242.0
Land at Gilley's Mill Dam,197848.0,58800.0
East Lenham Solar Farm,589450.0,151072.0
Steventon Solar Park,444299.0,192928.0
Westwood Farm Solar Park,471765.0,370062.0
Meadow Farm solar park,572611.0,296975.0
Sutton Mawr Farm,307823.0,169675.0
Carloggas Farm Solar Park,195504.0,54111.0
Lincoln Farm,547402.0,362881.0
Llwyn Du Solar Farm,227279.0,248567.0
West Hill Farm (solar),250572.0,140713.0
Elms Farm,441630.0,189754.0
Rock Farm / Goldborough Farm (Rookwood),408374.0,180086.0
Great Wilbraham Solar Farm,555282.0,256460.0
Somerton Door Farm,347036.0,130048.0
Barugh Farm,433028.0,475596.0
Lains Farm,427233.0,144461.0
Great Seabrook Farm,493192.0,217705.0
Cotgrave solar farm,463974.0,336042.0
Parkview solar park,276015.0,68671.0
Overton,450772.0,150312.0
Lower Basset Down Farm,414571.0,180637.0
Morfa Farm,295957.0,170244.0
Barton Close Farm,248058.0,141648.0
Wiggin Hill Solar Farm - Phase 1,531033.0,274808.0
Wilton Farm (pv),231050.0,58450.0
Canada Farm,384027.0,104272.0
Hoback Farm,535036.0,248586.0
The Rainbows Solar Farm,409627.0,241319.0
Salcey Solar Farm,485184.0,250544.0
Hillsmoor Solar Farm,253079.0,103374.0
Desford Solar Farm,450270.0,304950.0
Iwood Lane Solar Farm,345000.0,162550.0
Playters Solar Farm,643920.0,288420.0
Bypass Nurseries Solar Farm,405573.0,244904.0
Warrington Home Solar Scheme,360000.0,388000.0
Babergh Home Solar Scheme,602000.0,243000.0
Mid Suffolk Home Solar Scheme,608000.0,255000.0
Garn Solar Farm,303612.0,173658.0
Trethosa Farm Solar Park,193895.0,54659.0
Garvinack Farm Solar Park,177804.0,47967.0
Caswell Farm Solar Park,358160.0,109979.0
Epwell Grounds Farm solar park,436715.0,241041.0
Pant-Y-Moch Farm,277876.0,190467.0
Woolbridge Solar Park,384311.0,87689.0
Tengore Lane,344570.0,127344.0
Manor Farm (Dorset),377815.0,128359.0
Hadlow Place solar farm,563692.0,145682.0
Bassingbourn Solar Farm,534281.0,243106.0
Lower Pennington Farm,431648.0,93476.0
Goose Willow Farm - extension,445170.0,192892.0
Avenue Farm,629728.0,302939.0
Sywell Road,483454.0,267948.0
Gosfield Airfield,577359.0,231733.0
Exning,560421.0,263930.0
Grange Farm (Avon),363842.0,182442.0
Land at East Farm - extension,399330.0,141762.0
Laughton Level,549288.0,109798.0
Croydon / Church Farm (Royston),531544.0,249533.0
Hadley Farm (Orta Membury Solar Farm),430374.0,175829.0
Manor Farm (Wiltshire),384872.0,167858.0
Tonge Corner Farm,593719.0,165447.0
Oaklands Farm,596397.0,144740.0
North East of Ainderby Steeple,433420.0,492119.0
Errol Estate,321208.0,720222.0
Grange Farm,452340.0,90642.0
Wraysbury Landfill,501325.0,173097.0
Wisbridge Farm,536451.0,236258.0
Caddington Solar Farm (Phase 1),505923.0,219056.0
Capeland Farm,266581.0,138617.0
Castle Combe Circuit,385003.0,177211.0
Castle Eaton Farm,414576.0,194495.0
Chancery Farm (Ardleigh),606014.0,227776.0
Clapham solar farm,503736.0,254248.0
Chelveston Airfield,500650.0,268200.0
Chisbon Solar Farm (Frowick Lane),612862.0,218208.0
Clawdd Ddu PV,259473.0,209981.0
Congresbury Solar Farm,342667.0,161552.0
Abergelli Glas Solar Farm,265507.0,202009.0
Anthony Estate Solar Farm,240035.0,52453.0
Aston House Solar Farm,417391.0,331610.0
Bakers Farm (solar),485215.0,96787.0
Balls Wood Solar Farm,255174.0,51965.0
Barn Farm,615682.0,231393.0
Bay Farm,570430.0,271632.0
Berwick solar farm,553171.0,108530.0
Bidwell Solar Farm,277150.0,61350.0
Bilsham Farm,496214.0,102475.0
Blackwell Grange Solar Farm,422892.0,243330.0
Blenches Mill,386848.0,152850.0
Bobbing solar farm,587308.0,165542.0
Bodmin 2 Solar Farm,206175.0,68428.0
Bottom Plain,388420.0,90356.0
Braydon Manor Farm,404515.0,187745.0
Brynwhilach Solar Park,264728.0,200461.0
Bulls Head Farm North,481460.0,251327.0
Burrowton Farm,299889.0,96705.0
Ebbsfleet Solar Farm,632795.0,162120.0
Court Colman solar park,287791.0,181659.0
Cowdown Lane,437820.0,144233.0
Crannaford Solar Farm,301013.0,96534.0
Cwmcaesingrug Farm,319137.0,193566.0
Decoy Farm House Solar Modules,492213.0,104099.0
Hadley Solar Farm,351460.0,340636.0
Hall Farm Solar Farm (Newbold Verdon),444216.0,303818.0
Hammond Court Farm,363238.0,182360.0
Hatch Penn Farm PV,536397.0,237730.0
Hayford Farm - extension,336421.0,310318.0
High Penn Solar Park,401072.0,172471.0
Highfields Farm (Braintree),587510.0,217512.0
Highfields Farm (Colchester),587510.0,217512.0
Hill End Farm,462034.0,157344.0
Holwell Hill,373269.0,144417.0
Hook Valley Solar Park,369613.0,127790.0
Partridge Farm,608480.0,137870.0
Aspatria,314932.0,543374.0
Penare Farm Solar Farm,181089.0,49385.0
Pencoose Farm,173927.0,37998.0
Pensipple Farm,225875.0,59256.0
Pingewood Road South,468636.0,169185.0
Pingry Farm - Phase 1,357121.0,209434.0
Pitworthy Farm Solar Park,229109.0,105236.0
Primrose Hill Farm,513835.0,376615.0
Pyde Drove,335530.0,142499.0
Race farm,395765.0,94289.0
Radcliffe Solar Farm,463336.0,337992.0
Redhall Industrial Estate,527936.0,423997.0
Ring O Bells Farm,372598.0,176745.0
Roanhead Farm,321134.0,476090.0
Rotherdale Farm - extension,397764.0,250587.0
Roundponds Farm Solar Park,388770.0,164574.0
Hopton Road Industrial Estate,402353.0,163586.0
Field House Solar / Hursley Road,442789.0,123431.0
Kencot Hill Solar Farm,424971.0,206886.0
KERNICK MICA DAM - SOLAR FARM,193490.0,54417.0
Landmead Farm (East Hanney),443442.0,194093.0
Lower Newton Farm,398731.0,338883.0
Lower Slade Farm,274224.0,45194.0
Lower Ufford Lane,630425.0,254042.0
Lynt Farm,420821.0,196008.0
Marchington Solar Farm,411401.0,331186.0
Monksham Solar Farm,376630.0,142871.0
Moorhouse Lane,354465.0,179761.0
Morton Wood Farm,403051.0,253675.0
Natewood Farm,557492.0,107430.0
Netley Landfill Solar,447013.0,110328.0
New Stone House,456393.0,219144.0
North Creake Airfield,590428.0,338001.0
North of Newton Farm,393388.0,93923.0
Roves Farm (Solar),420992.0,188816.0
Salhouse Solar Farm,629878.0,315535.0
Norton Hall,414685.0,244775.0
Oaklands Plantation,389957.0,89555.0
Ockendon Landfill Solar Farm,560977.0,183363.0
Packington Solar Farm,435738.0,312311.0
SAUNDERCROFT SOLAR FARM,301466.0,97090.0
Sedbury Park,354762.0,193562.0
Six Hills Solar Farm,465779.0,320785.0
South Newton Farm,393212.0,92885.0
Southdown Quarry,243454.0,53023.0
Southfield Farm Solar Park,357405.0,124030.0
Spittleborough Farm,408318.0,183058.0
Stanton solar park,417307.0,191077.0
Stantway Solar Farm,372541.0,213700.0
Stonebarrow Farm,334899.0,98840.0
Stowbridge Farm,551252.0,272416.0
Stratton Hall Solar Park,625674.0,239588.0
Sutton Montis Road Solar Park / Sutton Bridge Solar Farm,360480.0,123924.0
Thame solar farm,473633.0,205988.0
The Flit,448774.0,212010.0
The Old Airfield,609858.0,314993.0
Thorne Farm,633263.0,165267.0
Tiers Cross Solar Farm,190200.0,209976.0
Tilmanstone Colliery,628941.0,150723.0
Toggam Farm,570115.0,284654.0
Tower Hill Farm,367372.0,188828.0
Toyota Motor Manufacturing Uk - Deeside,331682.0,370582.0
Trench Farm,338419.0,339068.0
Troughton Farm,391748.0,228979.0
Turweston Solar Farm,461474.0,237534.0
Upper Farm solar park,463037.0,141814.0
Upper Huntingford Farm,371971.0,193941.0
Walnut Yard (Phase 1),442964.0,322649.0
Water Eaton Farm / Port Farm,412705.0,193851.0
Wedgehill Farm,407075.0,106873.0
West Raynham,585177.0,324968.0
Westerfield Farm,427125.0,209714.0
Westover Farm,434623.0,140438.0
Whitley Farm (1 of 2),344449.0,137081.0
Whitley Farm (2 of 2),345206.0,136870.0
Whitton Mawr,308077.0,172202.0
Winham Farm,301672.0,103703.0
Woden Park,313742.0,175059.0
West Kingsmill Farm Solar Park,240828.0,62572.0
Bommertown Solar Farm,281934.0,125747.0
West Ditchen Farm,230312.0,94341.0
Lower Marsh Farm,321852.0,130297.0
Bodorgan Solar Farm,238717.0,367342.0
Chapel Lane Parley Solar Farm Phase 2,410222.0,99598.0
Arkwright Solar Farm,443707.0,372522.0
Charity Farm (Burlton Solar Farm),345545.0,325520.0
Verwood Solar Farm,408332.0,107310.0
Parciau Farm Solar Park,250255.0,365482.0
Smith Hall Farm Solar Park,426765.0,346192.0
Bystock Solar Farm,302353.0,83979.0
Bedborough Farm,405429.0,101978.0
Cranham Golf Course Solar Park,558338.0,186896.0
Hurcott Copse Solar Farm,339249.0,115679.0
Grange Farm Solar Farm,314364.0,123660.0
Trehawke Barton (Doddycross) Solar Farm,231165.0,62264.0
Newton Ferrers solar park,235734.0,66376.0
Nancrossa Farm solar park,172731.0,33747.0
Pitts Farm,359176.0,146235.0
Walmoor Farm solar park,472106.0,378955.0
Trequite Farm solar park,232069.0,61167.0
Bentley Estate,548420.0,117019.0
New Row Farm,363204.0,145130.0
MALMAYNES HALL FARM,581725.0,176147.0
Crucis Park,406095.0,202822.0
Treguff Farm,302265.0,171141.0
Kenardington Place Farm,597181.0,132855.0
Henbury Quarry,396735.0,97102.0
Grange Farm (Kirkby on Bain),523131.0,362337.0
Boxted Airfield,601454.0,231228.0
Rectory Farm/Emberton,489570.0,249520.0
St Francis Court Farm,296731.0,97379.0
Berry Court Farm,461955.0,159138.0
Walkers Wood Solar Park,466740.0,379967.0
Odell Glebe Solar Farm,495930.0,260200.0
Hunstrete (Wilmington Farm),365003.0,161514.0
Lower Severalls Farm,345439.0,111331.0
Burton Farm,418054.0,257281.0
Sundorne Grove,352294.0,315486.0
Lower End Farm,397396.0,156384.0
Skegness Solar Park,553659.0,364456.0
Land north of Temple Normanton,442015.0,367962.0
Helland Meads,332821.0,124658.0
Crow Trees Farm,447020.0,356903.0
Priest Weston,328904.0,297350.0
Horam,557342.0,117038.0
Turves/Burtnhouse Solar Farm Extension,533992.0,294234.0
Coombe Farm,301601.0,85206.0
Higher Hill Farm (extension),351373.0,131348.0
Mount Farm,406250.0,241513.0
Hafod-Y-Dafal Farm,320100.0,203640.0
Barr Farm,391529.0,307941.0
BAE Samlesbury Aerodrome,361989.0,430666.0
Shoals Hook Farm,197321.0,216854.0
Manor Farm,495555.0,226052.0
Littlewood Farm,481892.0,248274.0
Cherry Tree Farm,443978.0,371339.0
Lodge Farm,527311.0,276335.0
Bumpers Farm Phase 1,476290.0,206089.0
Birch Airfield,592218.0,219053.0
Gaultney Solar Park,481773.0,284102.0
Puriton Landfill Solar Farm,331704.0,142629.0
Hunciecroft Farm,454277.0,373986.0
Rolleston Park Farm,421291.0,326955.0
Prestop Park Farm,433908.0,317806.0
Yardwall Manor,336434.0,147337.0
Royston Solar Farm (Phase 1) (a),535667.0,242584.0
MOD Lyneham,402315.0,178635.0
Deepdale Farm,507464.0,349010.0
Manor Farm (Horton),483499.0,253697.0
Penrhiwarwydd Farm,319934.0,193293.0
Nowhere Farm,527442.0,338175.0
Langar Lane,470671.0,334431.0
Pitchford,351826.0,302964.0
Condover Airfield,350687.0,304131.0
Askern Colliery solar farm,455645.0,414136.0
Maesgwyn solar farm,288221.0,208706.0
Church Farm,494241.0,220134.0
Folly Farm,486942.0,216405.0
Stowbridge Farm - Extension (Phase 2),551742.0,272943.0
Black Peak Farm,540507.0,244190.0
"Jubilee Farm, Barnby Moor",464444.0,385885.0
Newnham Estate,255883.0,58478.0
Wambrook Farm,330614.0,108791.0
Gawcott Fields Farm,468420.0,232700.0
Mount Mill Farm,475935.0,238464.0
Handley Park,467163.0,245965.0
Tollgate Farm,431223.0,259709.0
North Farm (Spetisbury),388136.0,102088.0
Chapel Lane Parley Solar Farm Phase 3,409653.0,100413.0
Ballinderry Road Solar Phase 1 (Lisburn),134798.0,521384.0
GDL Wymeswold Solar Farm/land off the A6006,461609.0,323941.0
Hillhouse Farm,375073.0,204169.0
Gib Lane (Aston Clinton solar park),487386.0,213197.0
Outwood Farm (Phase 1),569468.0,194288.0
Raventhorpe Farm,494072.0,408026.0
Manor Farm (Castle Cary),364360.0,131378.0
Maes Bach Farm,310571.0,185789.0
Sheepbridge Court Farm,472389.0,166123.0
Elton solar farm,477523.0,339594.0
Cross Roads Plantation,411316.0,111949.0
Munceys Farm,537951.0,242629.0
Luscott Barton,251657.0,136715.0
Kinmel 1 CIC,298420.0,377733.0
Owls Hatch Road,615860.0,165945.0
Wilbees Farm,554339.0,106829.0
Winterbrook,460277.0,187911.0
Welbeck Solar / Hazel Gap,459630.0,371882.0
Homestead Farm (Alderton),473852.0,245470.0
Arna Wood Solar,346189.0,458787.0
Knottingley A,450120.0,423193.0
Clayhill Farm,504351.0,233195.0
Paddock Wood,568713.0,144255.0
Wick Farm (Burnham on Crouch),596876.0,195875.0
Netherfield Lane,460746.0,370838.0
Upper Meadowley Farm,366792.0,292516.0
Wick Farm Solar Park,331664.0,154677.0
High Leas,539629.0,382380.0
Atherstone,429958.0,301789.0
The Elms,437983.0,257474.0
