Site Name,X-coordinate,Y-coordinate
Tievenameenta,40010.0,548802.0
Burnhead,289158.0,670199.0
Easter Tolmauds,362478.0,807524.0
Maerdy,295189.0,200983.0
Altamuskin,70474.0,526049.0
Woodlands Barton Wind Project,200211.0,62170.0
Westnewton,313505.0,543564.0
Windyhill Road (Dunbeg) Wind Farm,88128.0,587145.0
Cloonty Wind Farm,119820.0,589284.0
Curraghamulkin (Dooish Wind Farm),43843.0,534280.0
Teiges,48958.0,503174.0
Monnaboy Wind Farm,71649.0,577014.0
Crockandun,92983.0,548733.0
Hare Hill Extension,265320.0,609703.0
Avonmouth Port - extension,351593.0,178451.0
Barmoor South Wind Farm,398519.0,638193.0
Winwick,463950.0,274602.0
Sisters,424367.0,595143.0
East Youlstone Wind Farm,228127.0,115941.0
Hill of Skilmafilly Cloffrickford (Denmore) Wind Farm,390213.0,840362.0
Heysham South Wind Farm,343444.0,460153.0
Woolley Hill Wind Farm,515374.0,272655.0
Furness Wind Farm/High Winds (Harlock Repowering),325251.0,479875.0
Clyde Wind Farm Extension (Clyde 2),302328.0,624463.0
Quixwood Moor,378028.0,663859.0
Auchadaduie Wind Farm,169193.0,633969.0
Mynydd Brombil Wind Farm,279141.0,188569.0
Mynydd Portref Wind Farm extension,299608.0,185606.0
Longlands Lane,278940.0,186385.0
Inverclyde Wind Farm (Corlic Hill),229563.0,672854.0
Ryder Point Quarry Wind Turbines,425455.0,355000.0
Burton Wold Wind Farm - Northern Extension,491902.0,274577.0
Pearie Law Wind Farm,302205.0,659690.0
Greengairs East Wind Farm,280551.0,669203.0
Crystal Rig Wind Farm Phase III,366700.0,670500.0
Drumduff,288877.0,669339.0
Rhodders Wind Farm,289525.0,702720.0
Harburnhead Wind Farm,304070.0,658330.0
Dunsland Cross Wind Farm,240884.0,103359.0
Potato Pot Wind Farm,303000.0,524100.0
Millour Hill Community Windfarm (Extension),225498.0,652662.0
Blantyre Muir Wind Farm extension,268888.0,651781.0
Dorenell Wind Farm (Previously Site A and B Scaut Hill),332000.0,829500.0
Inishative,76324.0,530621.0
Corby Knowe,131529.0,551929.0
Earlsburn North (Kingsburn) Wind Farm,268000.0,690500.0
Wryde Croft,533235.0,306756.0
Brockaghboy Wind Farm,95250.0,575500.0
Wandylaw,414989.0,625121.0
Black Law Extension - 1a,289500.0,653500.0
Crockbaravally Wind Farm,73750.0,529250.0
Bishopthorpe,532679.0,403330.0
Keadby Wind Farm,481890.0,413515.0
Berry Burn,311550.0,840550.0
Afton Wind Farm,262100.0,604100.0
Tormywheel,295290.0,658102.0
Eglish Mountain,65774.0,566796.0
Den Brook,268500.0,99500.0
Dersalloch,242150.0,603950.0
Point Wind / Beinn Ghrideag Farm,136899.0,933106.0
Muirhall South,299342.0,652838.0
Double Arches Quarry Wind Turbine,493952.0,229038.0
Lochend Wind Farm,326691.0,968145.0
Creag Riabhach Wind Farm,252589.0,928364.0
West Benhar wind farm,289560.0,661750.0
Hallburn Farm,341558.0,568718.0
Crockdun,73770.0,531027.0
Coal Clough Wind Farm Repowering,390207.0,428154.0
Shantavny Scotch,70407.0,520962.0
Shepham Lane,560023.0,105784.0
Sober Hill Wind Farm,492444.0,438545.0
Srondoire Community Wind Farm,182700.0,676700.0
Achlachan Wind Farm,315200.0,952100.0
A'Chruach (Phase 1),194500.0,700500.0
"Aikengall II, Wester Dod Community Wind Farm",369468.0,669455.0
Alveston Wind Park,365450.0,186055.0
Auchrobert Wind Farm,275154.0,638500.0
Boardinghouse Wind Farm,539862.0,295018.0
Bogenlea Farm,382155.0,852949.0
BROWNIELEYS - 3 WIND TURBINES,376967.0,772114.0
Cairnborrow,346153.0,841867.0
Crook Hill (Calderdale MBC) 1 of 2,392720.0,419080.0
Deuchries,363290.0,855792.0
Draperstown (Brackagh) Wind Farm,97617.0,556429.0
Dungavel Hill,267954.0,636995.0
Earlseat,332961.0,698416.0
Easter Tulloch Wind Farm (Tullo Extension),375955.0,771728.0
Galawhistle,275440.0,629090.0
Gayton Le Marsh Wind Farm,544232.0,387271.0
GlaxoSmithKline Wind Project (Turbine 4),235111.0,636360.0
Glen Kyllachy Wind Farm,274500.0,827500.0
Goole Fields,473487.0,419400.0
Greenvale AP Wind Turbine,535485.0,293292.0
Hill of Glaschyle Wind Farm,303306.0,847855.0
Kilgallioch wind farm,220844.0,569576.0
Lambs Hill,443682.0,516981.0
Lochluichart (Extension),230678.0,869136.0
M1 Wind Farm,477964.0,252105.0
New Rides Wind Farm,599282.0,170224.0
Noble Foods,328104.0,697428.0
Ovenden Moor (Repower),404000.0,430500.0
Pant y wal extension,294649.0,188695.0
Park Spring Wind Farm,439689.0,408763.0
Brotherton (formerly Paul Matthew Hill wind turbines),377397.0,769309.0
Pen Bryn Oer Wind Farm,312065.0,209235.0
Ramsey Wind Farm Extension,527645.0,287235.0
Red Gap Moor Wind Farm,443942.0,528174.0
Todmorden Moor,389600.0,422700.0
Tom Nan Clach,286401.0,835189.0
Tullo Wind Farm South (Ext.),375388.0,770733.0
Watford Lodge,460960.0,270200.0
Wathegar 2 Wind Farm,329103.0,950291.0
West Browncastle,261117.0,642821.0
Brochloch Rig (formerly Windy Standard II),260200.0,602000.0
Withernwick extension,520743.0,441870.0
Pogbie Wind Farm 1,347905.0,659047.0
Barlockhart Moor,221183.0,555886.0
Minnygap,303800.0,596000.0
Middle Muir Wind Farm,286178.0,625826.0
Sanquhar Community Windfarm,270311.0,607479.0
Balmurrie Fell Wind Farm,238626.0,555982.0
Solwaybank Wind Farm,329413.0,578978.0
Burnfoot Hill Extension,290393.0,703943.0
Airies Farm,229266.0,548481.0
Craig Wind Farm (Extension),202000.0,557000.0
Lawrence Landfill,193075.0,212682.0
Plascow wind cluster,287380.0,563820.0
Maesgwyn Wind Farm - extension,286568.0,205930.0
Halifax Farm,445759.0,304887.0
Norton Fields Farm,390334.0,251792.0
Carscreugh Renewable Energy Park,225000.0,555000.0
Whiteside Hill,271440.0,608920.0
Slieve Rushen Extension,33019.0,491811.0
North Rhins,201980.0,557960.0
Jacksbank Wind Farm (Glenbervie),376574.0,783246.0
New Albion Wind Farm,484680.0,284310.0
Sunnyside wind cluster,276612.0,611178.0
Keith Hill,348373.0,658532.0
Minsca,313821.0,581690.0
Artfield Fell,222500.0,567500.0
Wether Hill,270000.0,594000.0
Dalswinton,295000.0,589000.0
Craig Wind Farm,331995.0,586055.0
Beinn an Tuirc Phase 2,173950.0,636900.0
Aikengall,369468.0,669455.0
Brochloch Rig 1 (formerly Windy Standard),261500.0,602500.0
Hawton Wind Farm,479589.0,350765.0
Beck Burn,334466.0,568940.0
Clocaenog Forest Wind Farm,300324.0,353682.0
Altamuskin Extension,69316.0,525078.0
Rathsherry,132735.0,569854.0
Elginny Hill,131511.0,567821.0
Hoprigshiels Community Wind Farm,375631.0,669803.0
Black Law Extension - 1b,289500.0,653500.0
Aikengall IIa Community Wind Farm,371793.0,666791.0
Glen App,208880.0,571432.0
Pen Y Cymoedd,282793.0,196557.0
Stronelairg Wind Farm,247166.0,806833.0
M1 J18 Wind Turbines,457472.0,272715.0
Tullymurdoch Wind Farm,319575.0,752228.0
Penmanshiel Wind Farm,380006.0,667129.0
Kinegar Quarry,377377.0,671362.0
St. Breock Re-Power,200000.0,70000.0
Carraig Gheal,196465.0,721170.0
Langhope Rig,340680.0,620050.0
Clashindarroch,348000.0,831000.0
Galsworthy Wind Park,240435.0,115705.0
Strathy North,281550.0,957550.0
Mid Hill - Phase II,370540.0,786500.0
Monan Hill Wind Turbines,114171.0,904933.0
Crossdykes,325400.0,587500.0
Halsary Wind Farm,315749.0,950081.0
French Farm,528300.0,309000.0
Glenchamber Wind Farm,223765.0,566671.0
Bhlaraidh (previously Balmacaan),244194.0,817221.0
Moor House Wind Farm,432599.0,520053.0
Kype Muir Wind Farm,271915.0,639557.0
Llynfi Afan Renewable Energy Park,288368.0,195006.0
Assel Valley Wind Farm,223370.0,595995.0
Bad a Cheo Wind Farm,316615.0,948900.0
Fraisthorpe Wind Farm,515938.0,462771.0
Mynydd Y Gwair Wind Farm,266303.0,207394.0
Jack's Lane Wind Farm,580919.0,335229.0
Denzell Downs Wind Farm,189923.0,67094.0
Long Mountain,115926.0,574530.0
Cregganconroe,78733.0,536671.0
Ora More,16972.0,509701.0
Reaps Moss Wind Farm,389065.0,422650.0
"Llynfi Renewable Energy Park, Land at Mynydd Caerau",287930.0,195255.0
Chiplow,581259.0,332212.0
Hook Moor,443851.0,435273.0
Crook Hill (Rochdale MBC) 2 of 2,392515.0,419340.0
Far Marsh Farm,524667.0,421763.0
Wear Point,193041.0,204629.0
Middlewick wind farm,600140.0,200001.0
Blyth Harbour Wind Farm (re-power),432585.0,580800.0
Corriegarth,257500.0,813500.0
Carsington Pasture,424640.0,354200.0
Langford Wind Farm,520400.0,241520.0
Mid Hill I,370540.0,786500.0
Ardrossan Extension,223500.0,642500.0
Beinn Tharsuinn Windfarm Project,261700.0,881900.0
Blaengwen,246387.0,233404.0
Boyndie Airfield,361978.0,864118.0
Burton Wold Windfarm,492500.0,274500.0
Callagheen,4942.0,519598.0
Edinbane Wind Farm,134353.0,850769.0
Fairburn,242550.0,852250.0
Farr Wind Farm,273500.0,829000.0
Ffynnon Oer Wind Farm,287500.0,199500.0
Flotta,336770.0,995385.0
Forss Wind Farm (Extension),302000.0,969500.0
Lough Hill,38467.0,541020.0
Michelin Tyre Co Ltd - Dundee,345050.0,732750.0
Millennium Windfarm,225679.0,810840.0
Muirhall,300605.0,653760.0
Mynydd Clogau Wind Farm,303300.0,298800.0
New Barn Farm,380100.0,430800.0
North Pickenham,585000.0,307000.0
Paul's Hill and Extension,311500.0,840500.0
Tappaghan Extension,31856.0,531807.0
Tir Mostyn And Foel Goch Wind Farm,300300.0,358800.0
Trimdon Grange,436000.0,536300.0
Wardlaw Wood,224900.0,651200.0
United Downs Project (Geothermal),174439.0,41603.0
East Midlands Distribution Centre,443356.0,328304.0
Esholt WWTW,419088.0,438904.0
Land at High Point Farm,366415.0,270925.0
Land at Newlands Farm,365099.0,81019.0
Eckland Lodge Farm,478714.0,285119.0
Caddington Solar Farm (Phase 2),505561.0,218643.0
Ceannacroc,222790.0,811296.0
Montys Farm,318295.0,126485.0
Merston Solar Park,489440.0,102825.0
Fambridge Road/Canewdon Road,586831.0,194705.0
Roskrow Farm,176446.0,35897.0
Ballyboley Solar (Carrowdore),169400.0,525454.0
Hale Farm,409688.0,97654.0
Pylle Southern solar park (Lower Easton Farm),362355.0,138696.0
Sustainable Power and Research Campus,345036.0,719505.0
Land at Darran Farm,318499.0,199490.0
Wisbech Solar Farm,546405.0,306650.0
Stow Solar Farm,487057.0,381428.0
Rhug Estate,303123.0,344332.0
Snettisham Solar Farm,596653.0,334057.0
West Hill Farm,251037.0,141180.0
Cold Harbour Farm,444776.0,475104.0
Southrigg,291875.0,665563.0
Land at Whatton Road,448140.0,325845.0
Upper Wick Solar Farm,371868.0,196522.0
Marshwood Farm,334116.0,104847.0
House O’Hill Solar Farm,397540.0,859050.0
Hawkers Farm,346752.0,147518.0
Woodtown Farm,409137.0,97413.0
Land at Tangmere Airfield,491485.0,106199.0
Land at Coton Park Colliery,427248.0,317953.0
Chapel Farm,412790.0,190480.0
Cairnmore Solar Park,350267.0,824528.0
Bake Farm Solar Farm,411771.0,127679.0
Thompson House Equestrian farm,354830.0,411442.0
Stormy Down (Waste AD),284103.0,180025.0
Kingspan,320053.0,377640.0
Red Hill Farm,308588.0,118087.0
Stoneshill Farm,302687.0,109668.0
Bruach Caorainn Hydro Scheme,241957.0,700895.0
Carlam Hill Education CIC,511000.0,436000.0
Binn Eco Park - Wind Farm,317830.0,713430.0
Caldecote Manor Farm,522603.0,258420.0
Crundale / Fenton Home Farm (extension),198289.0,217945.0
Fieldscale,453412.0,86665.0
Iwade Solar Farm,584858.0,166460.0
Kingsland Barton Solar Farm,269279.0,125959.0
Lee Moor China Clay Works,257167.0,62751.0
Littleton,388332.0,105051.0
Lount solar farm,437859.0,317762.0
New Mains Of Guynd Farm,356528.0,742680.0
Orchard Farm,587958.0,166869.0
Salford Lodge,404789.0,250939.0
The Grange,339100.0,164030.0
Thorne Farm,470602.0,416004.0
Tiddiecross Solar Farm,361262.0,311911.0
Tooleys Farm,564888.0,223424.0
Trickey Warren,320109.0,114779.0
Twemlows,356843.0,338029.0
Tyddyn Cae (Nefyn),233416.0,338035.0
Abbots Ann,434200.0,140600.0
Bonby Lane,501535.0,416439.0
British Sugar - Bury,586229.0,265294.0
Margate Solar Farm,208657.0,66512.0
Laceby Solar Farm,522997.0,404760.0
Dolgarrog,276988.0,367594.0
Cwm Dyli,263775.0,351409.0
Kielder,380626.0,589430.0
Finvoy Road,112523.0,572478.0
Land East of White Horse Lane,623981.0,305949.0
Westfield Farm,349769.0,442088.0
West Woodlands,377846.0,144006.0
Mendennick Farm,240703.0,52965.0
Gawnsmoss Cluster,363483.0,859316.0
Cockett Valley,260794.0,195054.0
Rampisham North,355089.0,101344.0
Severn Road Solar Park,353695.0,181718.0
Moorhouse Farm,301291.0,525388.0
Arla Dairy Site,487065.0,214308.0
Quarrendon Fields,480288.0,216618.0
Llyn Celyn,287800.0,339800.0
Caban Coch,294569.0,266506.0
Land at Sutor Farm,372634.0,126331.0
Newstead and Annesley Wind Turbine,452500.0,353400.0
Gravel Pit Farm,468377.0,458725.0
Edmonton EcoPark EfW,535767.0,192649.0
Teesside EfW,448016.0,522664.0
Teesside EfW (extension),448016.0,522664.0
SELCHP ERF,535817.0,177991.0
Land North East Of Penrose Far,189849.0,57162.0
Land At Ferry Farm,485830.0,96047.0
Land at Brookbarn Farm,502595.0,103242.0
Field at School Aycliffe Lane,426142.0,523694.0
Capel Grange Solar Park,565032.0,144747.0
Pentre farm,253611.0,208800.0
Land At Rymes Farm (Phase 1),374545.0,224494.0
Llancadle Farm,303679.0,168416.0
Land At Rymes Farm (Phase 2)/Grange Solar Farm,374394.0,224673.0
Trowle Common,383857.0,158625.0
Canopus Farm,530597.0,347613.0
Land At Guston Court Farm,632877.0,144096.0
Former Maghaberry Airfield,129097.0,520344.0
Pressock Farm,356893.0,749462.0
Bentwaters Park (extension),635759.0,253035.0
Cradley Heath,394528.0,285627.0
Beckton Sewage Treatment Works,544385.0,182797.0
Rufford Lane,466439.0,366123.0
Land to the north and south of Cakers Lane (Wilsom),473543.0,138648.0
Collacott Farm,251139.0,130383.0
Tonedale Farm,312488.0,120781.0
Melton Waste Park,496867.0,425532.0
Lindridge Farm,446680.0,305219.0
Abbots Ripton Solar Farm (ext.),523027.0,276480.0
Gilford Road,113760.0,510643.0
Fleetwood Water Treatment Works,333178.0,446368.0
Triangle Solar Farm Park,558007.0,272569.0
Whitemoor,466450.0,435843.0
Land at Lower House Farm,334772.0,204371.0
Aldi Distribution Centre,296982.0,666291.0
Bromfield Sand and Gravel,348216.0,277082.0
Land at Heywood Grange,396046.0,344411.0
Ravens Close,364025.0,470692.0
Forest Farm,456113.0,116238.0
Land West of Roberts Wall Far,210186.0,200504.0
Drayton Manor Farm,415469.0,255805.0
Somersal Mill Farm,413907.0,335414.0
Land Opposite Tyn Y Pistyll,328238.0,343877.0
Land South of Highfield House,450236.0,472744.0
Rhewl Farm,349490.0,193050.0
Land at Dayfields Farm,423086.0,347786.0
MMD Shipping Services,464214.0,101577.0
Newton Margate,208517.0,66931.0
Eveley Farm,432987.0,134363.0
Cardiff Organic Waste Treatment Project,321166.0,175969.0
Court Farm,339241.0,189511.0
Millar Farm,127283.0,546753.0
Barry Docks,312610.0,167683.0
Green Farm,616994.0,228407.0
Home Farm,393922.0,226330.0
Land at Thornborough Grounds,473734.0,234922.0
Port of Barry  - Site 1,312836.0,167102.0
Southern Counties Shooting Ground Phase 1,360954.0,102553.0
Fanny House Farm,342598.0,462146.0
Chard Solar Park,333733.0,110028.0
Home Farm,310310.0,175854.0
Marshborough Farm solar park,630755.0,158334.0
Fiskerton Airfield (Phase 2),504955.0,373023.0
"Langley Priory, Walnut Yard (Phase 2)",442964.0,322649.0
Bluegates Solar Park,607018.0,222279.0
Land To The East Of Back Lane,441867.0,370139.0
Axe View Solar Farm,332531.0,101790.0
Land at Fell View Farm (Phase 1),359231.0,433013.0
South of Henley Hall,354130.0,276090.0
Place Barton Farm,275813.0,52590.0
Lower Stanley Farm,400243.0,231268.0
Land Parcel North of Goddards,528684.0,121331.0
"Ld At Lawrence End Park &, Dane Street",513149.0,220690.0
"Gravel Works, Wasing Estate",456246.0,164821.0
Drakelow Solar Farm,423474.0,319685.0
Land at Five Oaks Farm,509860.0,128603.0
Knolton Farmhouse Cheese Solar Farm,335887.0,340585.0
Blakenhall Park Solar Farm,417353.0,318116.0
Grantham Solar Farm,485891.0,342307.0
Agricultural Land at Trecastle,301218.0,181507.0
Sharland Solar Farm,276119.0,106179.0
Short Hazel Solar Farm,433077.0,319883.0
Mill Hill Farm,463388.0,467066.0
"Little Irchester, Higham Road Solar Farm",491853.0,266543.0
Land North of Chiltern Greeen,513581.0,219407.0
Bilsborrow Solar Farm,350124.0,439100.0
Hill Farm,445909.0,229497.0
Padleywood Farm,441094.0,361390.0
Tiln Farm Retford (extension),471452.0,384014.0
Tower Hayes Farm,446236.0,309944.0
Sheriffhales Solar Farm,375171.0,312179.0
Land Adjacent Claypits Farm (a),593319.0,219800.0
Land Adjacent Claypits Farm (b) (Birch Estate),593289.0,219984.0
Hill of Lybster (Wind Turbine - Extension),302481.0,969366.0
Fferm Bryn Bachau,243136.0,336998.0
Scottow Moor - RAF Coltishall Solar Farm (Phase 2),626626.0,322780.0
Levenseat EfW,294854.0,655234.0
West Carclaze Solar Farm,201930.0,55161.0
Flixborough Industrial Estate,486438.0,414521.0
Land adjacent to Church Road,354510.0,184911.0
Lady Hole Farm,420840.0,345776.0
Bransholme Solar CIC,511000.0,436000.0
Land at Christ’s Hospital School,514678.0,127626.0
Creswell Solar Park,452973.0,373493.0
Pollington Solar Farm,460418.0,421013.0
Land NW Of Pickhill Bridge Farm,338023.0,347831.0
Moneystone Quarry Solar Farm,404572.0,346224.0
Pingry Farm - Phase 2,357121.0,209434.0
Kenninghall Solar / Hazeldick Solar,603420.0,285869.0
Wogaston Solar Farm,191197.0,200960.0
Crugmore Farm,220569.0,246960.0
Rydon Farm,284136.0,68721.0
"Solar farm at land at The Willows, Uttoxeter",410840.0,333181.0
Highwood Lane,434775.0,121294.0
Yorkley Solar Park,363118.0,205377.0
Solar Farm at Fields Farm (Phase 1),440365.0,260913.0
Millerhill EfW,332352.0,670580.0
Land at Beech Farm,418335.0,189653.0
Aberporth Solar Farm,224624.0,250331.0
Hoplass Farm,191770.0,201076.0
Chelveston Renewable Energy Park - Solar Extension,500422.0,268346.0
Grove Solar Park (Phase 1),436685.0,118373.0
Fell View Farm (Phase 2),359015.0,432981.0
Land At Chiddinglye Farm,535734.0,123903.0
Land of coal pit lane,383048.0,447960.0
Huntingfield Solar Farm,592794.0,308739.0
Astley Solar Farm,378096.0,285524.0
Majors Hill/Turners Hill Solar Farm,532485.0,136270.0
Land South Of Bryn Cyrnau Isaf,242953.0,217478.0
Ashby Solar Farm (a),434859.0,314016.0
Cirencester Solar Farm,405507.0,201350.0
Burton Wold Wind Farm South,491602.0,273681.0
Land South of Knock Lane,473801.0,252253.0
Land south of Brick Kiln Road,620403.0,299936.0
Averhill Farm,441094.0,361390.0
Morton House (Marchington),415144.0,330728.0
Biglis Farm,313916.0,170097.0
Milborne Port Solar Farm,368218.0,119662.0
Land At Cwm Bargoed,309161.0,206091.0
Land South Off Ollerton Road,463220.0,366009.0
Land At Swanland Road,522972.0,201255.0
Rookery Business Park,608047.0,297464.0
Land North of Sandhutton Lane,439302.0,482532.0
"Land West Of Hunger Hill Farm
",433439.0,512522.0
Land East Of Honeysome Road,538665.0,286282.0
Salford Road Solar Farm,370281.0,405060.0
Ld NW Of Ratcliffe House Farm,433432.0,299754.0
"Land at Woodhouse Farm           
",459902.0,515917.0
"Parklands         
",361833.0,184427.0
Amcor Flexibles,363561.0,180524.0
Waterditch Solar Farm,417600.0,95536.0
Land Off Ingarsby Lane,467878.0,304470.0
Nissan Test Track,434270.0,558567.0
Cooper House Farm,342344.0,430364.0
Land at Pollington Airfield,461763.0,420079.0
Swancote Farm,374234.0,293942.0
"Land at Poles Hole Farm     
",383960.0,154595.0
"Staining Wood Farm
",336844.0,432004.0
"Land between Orton Park Farm    
",336729.0,553838.0
Ballinderry Road Solar Phase 2 (Lisburn),135485.0,520798.0
"Site To North East Of, Lochcraigs Farm
",227518.0,643857.0
"West Mains of Kinblethmont 
",363182.0,746857.0
"Land West Side of Axe and Cleaver Lane 
",385331.0,154796.0
"Land To The North Of Moor Farm       
",341738.0,323343.0
Henley Solar Farm,345538.0,287874.0
Melton Ross,508390.0,411142.0
Crown Farm,442775.0,307520.0
Eaglescliffe Solar Farm,441817.0,516371.0
Tyddyn Gwyn (Gelli Gron Farm),241889.0,340088.0
Thornton Lane,446458.0,309845.0
Penycae Solar Farm,328970.0,344020.0
Land at Ingles Hill Farm,434525.0,317774.0
"Southbrook Solar Farm                
",350024.0,187852.0
Green Croft Solar Farm,417005.0,550340.0
Upper Pant-Ysgawen Farm/Crumlin,320409.0,197637.0
Land at Oxcroft Stocking Ground,446492.0,374323.0
West Strathore Solar Limited,328619.0,697504.0
Land at Meadow Farm,473392.0,291590.0
Hungerford Farm,478178.0,153997.0
Land at Morfa Camp,258062.0,301195.0
Land South of Pogmore Spinney,427328.0,289035.0
Abbey Fields Farm,602383.0,161735.0
Ernesettle Solar Farm,245039.0,59158.0
SPF Thirty Acres Farm,453745.0,367983.0
Killan Farm Solar Array Extens,258483.0,193944.0
Land East of Appleton Farm,423660.0,495768.0
Land At Debdale Lane,452509.0,362845.0
Land at Ash Row Farm,451649.0,433677.0
Land at Stripe Farm,419640.0,502487.0
Land at Bolsover Moor Quarry,449860.0,371682.0
Land To The North Of Dairy House Farm,365834.0,356455.0
Pennington Recycling Centre,430922.0,93325.0
Goosehall Solar Farm,557620.0,268622.0
Land west of Welton Road,335683.0,546464.0
Twin Yards Solar Farm,445514.0,358173.0
River Coiltie Hydro Scheme,249251.0,827905.0
Land of Green Lane,414839.0,330919.0
Land At  Actrees Farm,371098.0,198169.0
Land at Bowden Lane,370004.0,120357.0
Land at Stalbridge Park,373303.0,119285.0
Frog's Loke Solar Farm,629164.0,327731.0
Lands West of Belfast Road,134568.0,534503.0
Manmoel Road Solar Park,318604.0,201211.0
Huntspill Level Solar Park,332877.0,144342.0
Land at Box Road,375183.0,202249.0
Hillside Solar Farm,129820.0,526363.0
Low Farm Solar Array,523802.0,405691.0
Land south of Wood Lane (Safeguard Bradwell),374525.0,362487.0
South Antrim Solar Park - Phase 1,127265.0,541491.0
Newton Downs Farm,255576.0,49352.0
Bunn's Hill Solar Park,629164.0,327731.0
Cumberhead Wind Farm,276581.0,632651.0
Rushmoor Lane Farm (Cheshire Coppice),362767.0,314537.0
Fullenton Solar Farm,437992.0,139758.0
Cwm Derwyn Farm,308691.0,169396.0
Land to the west of Ashfordby Business Park,471735.0,320630.0
Glebe Farm Solar Farm,389827.0,241212.0
York Solar Farm,450521.0,472345.0
Land Off Folly Lane,532650.0,358372.0
Land At Bake Farm,232647.0,58419.0
Land To The South Of Todderstaffe,336767.0,436761.0
Strettington Solar Farm,489500.0,107164.0
Cressing Solar Farm (Phase 1),579287.0,219000.0
Land north of Ashton Road,389300.0,158100.0
Parc Cynog,225230.0,209760.0
Albrighton Solar farm,383131.0,304665.0
Clapton Farm Solar Park,375763.0,128657.0
Galton Manor Solar Park,378440.0,85628.0
Wormit Solar Farm,340703.0,725248.0
Aspatria Creamery,314453.0,541167.0
The Breck,442646.0,376222.0
North Tenement,193951.0,212945.0
Cwrt Henllys Farm,325372.0,191949.0
Land at Wreay,342451.0,547548.0
Common Farm,413720.0,181837.0
Fields Farm (Agden),351447.0,344514.0
Land at Hill Farm,437532.0,314290.0
Land to North West of Lodge Farm (Park Farm),331406.0,191683.0
Seaton Road Solar Farm,487565.0,299395.0
Wick Lane Solar Ltd,332955.0,152735.0
Otherton Farm,380529.0,254163.0
Nanthenfoel Farms,254014.0,252465.0
Land at Green Farm,347256.0,235800.0
West Venn Solar Farm,237900.0,97500.0
Corntown Farm,293814.0,176736.0
Wally Corner Landfill Site,458069.0,195731.0
Land North of the Wood at Averill Farm,440527.0,361250.0
ANP Newport Wind Turbine,332583.0,184564.0
Sudforth Lane (Kellingley Solar Farm),452849.0,423224.0
Berthlwyd Farm,307796.0,188016.0
Pinguin Foods,533111.0,342691.0
Land East of Lawn Lane,390500.0,304757.0
Land off Ford Lane,563507.0,158908.0
Woodhouse Fields Farm,408847.0,339083.0
Land off Hooklands Lane,513504.0,118234.0
High Dyke (Mill Farm),494348.0,332600.0
Land West of Parsonage Wood,230985.0,101685.0
Land at Oldstone Farm,281849.0,51493.0
Shortheath Solar Park,430324.0,314853.0
Land at Oxcroft Stocking Ground,447301.0,373737.0
Holtwood Farm,413033.0,332318.0
Nectar Way Regional Distribution Centre,471028.0,258480.0
Brenig Wind Farm,299481.0,357920.0
Gib Lane Solar farm (Extension),487183.0,215067.0
Land east of Littledown Business Park,386895.0,124480.0
Lyreco - Telford Distribution Centre,371576.0,312126.0
Port of Barry  - Site 2,312836.0,167102.0
Ness Energy Project,395448.0,803990.0
Holly Farm Solar Park,377699.0,87644.0
Worsted Farm,541144.0,138070.0
Pogbie Wind Farm 2,347360.0,661013.0
Daventry,455592.0,262323.0
Basin Bridge Farm,439522.0,296115.0
Arkleby Mill,314330.0,540378.0
Land at East Farm,377293.0,86144.0
Bromham House Farm,397499.0,165857.0
B&Q Swindon DC,417904.0,189004.0
Stragglethorpe Road farm,463908.0,336973.0
Land at Bluehouse Farm,447326.0,526636.0
Potters Bar Solar Farm,524112.0,202677.0
Stob House Farm,445555.0,526689.0
Austrey House Farm,430006.0,305205.0
Granville Road Solar Farm,372241.0,312458.0
Tullywiggan Road,94165.0,535547.0
Mamhilad Solar Farm,331456.0,202012.0
Hyde Farm,488765.0,253909.0
Lower Venn Farm,354281.0,249138.0
Littlewood Lane Solar,453307.0,365197.0
Peterlee Solar Farm,440912.0,542443.0
Morayhill AD,274982.0,849481.0
Land On The East Side Of Fosse Way,435534.0,261856.0
Briar Solar Farm,620521.0,310256.0
Brocklesby - Crosslands Lane,488146.0,432144.0
Bent Spur Solar Farm,375173.0,404114.0
Blaby Solar Farm,459069.0,296752.0
Bilsthorpe (Land off Forest Lane),464198.0,359310.0
Willand AD,303030.0,111217.0
Wigley Farm,352544.0,276744.0
The Sawmill,465176.0,327428.0
Bentwaters Park,634881.0,253511.0
Godley Water Treatment Works,396214.0,395374.0
Eastcroft EfW (Lines 1 & 2),458200.0,339100.0
Park Farm,490501.0,101487.0
Greaves Solar Farm,355498.0,488023.0
Balhearty Solar,293723.0,695800.0
Weddington Farm,440523.0,257880.0
Middle Balbeggie,328855.0,695619.0
Land at Lostock Works (Northwich Facility),367920.0,374201.0
Widehurst Farm,575536.0,142994.0
Screwfix Direct,388612.0,341995.0
Land at Biggin Lane,527020.0,284650.0
Land at Barnham,495086.0,103423.0
Ebnal Lodge,331810.0,334117.0
Southill Solar,436251.0,217933.0
"Carver Hay, moss lane",348519.0,423631.0
St Helen's Lane,301675.0,532077.0
Dale Farm,94437.0,539069.0
Avonmouth,353021.0,179008.0
Newport (Began Road),323807.0,184116.0
Land to the south of Hill Farm,469990.0,256921.0
Mill Farm,534472.0,225009.0
Southern Counties Shooting Ground Phase 2,360917.0,102647.0
Inchdairnie,324885.0,699061.0
Parkhill Solar Farm,364125.0,745917.0
Dura Park Bynea Industrial Site,255583.0,198601.0
Brook Hall Farm,385169.0,153475.0
